,BOO,date,month,year,season,time,lati,long,cino,ecp,mssw,pd,grade,oci,diam,cyclone_id
67,0,29.0,8.0,1982.0,0.0,300,20.5,85.5,1.5,,25.0,4.0,1.0,,,1982-6
68,0,29.0,8.0,1982.0,0.0,1200,21.0,85.0,1.5,,25.0,4.0,1.0,,,1982-6
69,0,30.0,8.0,1982.0,0.0,300,22.0,85.0,1.5,,25.0,4.0,1.0,,,1982-6
70,0,30.0,8.0,1982.0,0.0,1200,23.0,85.0,1.5,,25.0,4.0,1.0,,,1982-6
71,0,31.0,8.0,1982.0,0.0,300,24.0,84.5,,,25.0,4.0,1.0,,,1982-6
72,0,31.0,8.0,1982.0,0.0,1200,25.0,82.0,,,25.0,4.0,1.0,,,1982-6
73,0,1.0,9.0,1982.0,0.0,300,25.0,81.5,,,20.0,3.0,1.0,,,1982-6
74,0,1.0,9.0,1982.0,0.0,1200,25.0,81.3,,,20.0,3.0,1.0,,,1982-6
75,0,2.0,9.0,1982.0,0.0,300,25.0,81.0,,,20.0,3.0,1.0,,,1982-6
76,0,2.0,9.0,1982.0,0.0,1200,25.5,80.0,,,20.0,3.0,1.0,,,1982-6
77,0,2.0,9.0,1982.0,0.0,1800,,,,,,,,,,1982-6
78,0,9.0,9.0,1982.0,0.0,300,18.0,89.0,1.5,,25.0,3.0,1.0,,,1982-7
79,0,9.0,9.0,1982.0,0.0,1200,18.5,87.0,1.5,,25.0,3.0,1.0,,,1982-7
80,0,10.0,9.0,1982.0,0.0,300,20.5,85.5,1.5,,25.0,3.0,1.0,,,1982-7
81,0,10.0,9.0,1982.0,0.0,1200,,,,,,,,,,1982-7
82,0,29.0,9.0,1982.0,0.0,0,22.0,91.5,2.0,,30.0,3.0,2.0,,,1982-8
83,0,29.0,9.0,1982.0,0.0,300,22.5,92.0,,,30.0,3.0,2.0,,,1982-8
84,0,29.0,9.0,1982.0,0.0,1200,,,,,,,,,,1982-8
85,0,15.0,10.0,1982.0,1.0,300,15.5,86.5,2.0,,30.0,5.0,2.0,,,1982-9
86,0,15.0,10.0,1982.0,1.0,1200,16.0,85.5,2.5,,35.0,7.0,3.0,,,1982-9
87,0,15.0,10.0,1982.0,1.0,1800,16.3,84.5,3.0,,45.0,10.0,3.0,,,1982-9
88,0,16.0,10.0,1982.0,1.0,0,16.5,83.5,3.5,,55.0,16.0,4.0,,,1982-9
89,0,16.0,10.0,1982.0,1.0,300,16.5,83.0,3.0,,50.0,14.0,4.0,,,1982-9
90,0,16.0,10.0,1982.0,1.0,1200,17.0,82.5,2.5,,40.0,8.0,3.0,,,1982-9
91,0,16.0,10.0,1982.0,1.0,1800,17.1,82.5,1.5,,25.0,4.0,2.0,,,1982-9
92,0,17.0,10.0,1982.0,1.0,0,,,,,,,,,,1982-9
93,0,16.0,10.0,1982.0,1.0,1200,9.4,84.0,1.5,990.0,25.0,3.0,1.0,,,1982-10
94,0,17.0,10.0,1982.0,1.0,300,,83.0,2.0,992.0,30.0,4.0,2.0,,,1982-10
95,0,17.0,10.0,1982.0,1.0,1200,11.0,82.5,2.0,992.0,30.0,4.0,2.0,,,1982-10
96,0,17.0,10.0,1982.0,1.0,1800,12.0,82.0,2.5,994.0,35.0,6.0,3.0,,,1982-10
97,0,18.0,10.0,1982.0,1.0,0,12.5,81.5,3.0,986.0,50.0,14.0,4.0,,,1982-10
98,0,18.0,10.0,1982.0,1.0,300,12.7,81.5,3.5,982.0,55.0,18.0,4.0,,,1982-10
99,0,18.0,10.0,1982.0,1.0,1200,14.0,80.5,3.5,982.0,55.0,18.0,4.0,,,1982-10
100,0,18.0,10.0,1982.0,1.0,1800,14.5,80.0,3.0,986.0,50.0,14.0,4.0,,,1982-10
101,0,19.0,10.0,1982.0,1.0,0,15.0,79.5,,995.0,30.0,5.0,2.0,,,1982-10
102,0,19.0,10.0,1982.0,1.0,300,15.0,79.0,,996.0,30.0,4.0,2.0,,,1982-10
103,0,19.0,10.0,1982.0,1.0,1200,16.0,78.5,,997.0,25.0,3.0,1.0,,,1982-10
104,0,20.0,10.0,1982.0,1.0,300,17.0,78.5,,998.0,20.0,3.0,1.0,,,1982-10
105,0,20.0,10.0,1982.0,1.0,1200,18.0,78.3,,998.0,20.0,3.0,1.0,,,1982-10
106,0,21.0,10.0,1982.0,1.0,300,19.0,79.2,,998.0,20.0,3.0,1.0,,,1982-10
107,0,21.0,10.0,1982.0,1.0,1200,21.0,81.0,,998.0,20.0,3.0,1.0,,,1982-10
108,0,22.0,10.0,1982.0,1.0,300,,,,,,,,,,1982-10
109,0,28.0,11.0,1982.0,1.0,300,7.0,88.0,1.5,,25.0,3.0,1.0,,,1982-11
110,0,28.0,11.0,1982.0,1.0,1200,7.5,85.5,2.0,,30.0,5.0,2.0,,,1982-11
111,0,29.0,11.0,1982.0,1.0,300,8.5,83.5,1.5,,25.0,4.0,1.0,,,1982-11
112,0,29.0,11.0,1982.0,1.0,1200,,,,,,,,,,1982-11
113,0,2.0,12.0,1982.0,1.0,1200,7.5,84.0,1.5,,25.0,3.0,,,,1982-12
114,0,3.0,12.0,1982.0,2.0,300,9.0,82.0,1.5,,25.0,3.0,,,,1982-12
115,0,3.0,12.0,1982.0,2.0,1200,9.5,79.5,1.5,,25.0,3.0,,,,1982-12
116,0,4.0,12.0,1982.0,2.0,0,9.7,79.0,1.5,,25.0,3.0,,,,1982-12
117,0,5.0,12.0,1982.0,2.0,300,,,,,,,,,,1982-12
118,1,15.0,7.0,1982.0,1.0,300,20.5,69.0,1.5,,25.0,3.0,1.0,,,1982-13
119,1,15.0,7.0,1982.0,1.0,1200,21.0,68.0,1.5,,25.0,3.0,1.0,,,1982-13
120,1,16.0,7.0,1982.0,1.0,300,22.5,67.0,1.5,,25.0,3.0,1.0,,,1982-13
121,1,16.0,7.0,1982.0,1.0,1200,,,,,,,,,,1982-13
122,1,1.0,10.0,1982.0,1.0,300,13.5,71.0,1.5,,25.0,3.0,1.0,,,1982-14
123,1,1.0,10.0,1982.0,1.0,1200,14.0,70.0,2.0,,30.0,5.0,2.0,,,1982-14
124,1,2.0,10.0,1982.0,1.0,300,14.5,69.0,1.5,,25.0,3.0,1.0,,,1982-14
125,1,2.0,10.0,1982.0,1.0,1200,,,,,,,,,,1982-14
126,1,4.0,11.0,1982.0,2.0,1200,11.5,66.0,1.5,999.0,25.0,3.0,1.0,,,1982-15
127,1,5.0,11.0,1982.0,2.0,0,11.7,65.7,2.0,997.0,30.0,5.0,2.0,,,1982-15
128,1,5.0,11.0,1982.0,2.0,300,12.5,65.0,2.5,995.0,35.0,7.0,3.0,,,1982-15
129,1,5.0,11.0,1982.0,2.0,1200,13.0,65.0,2.5,994.0,40.0,8.0,3.0,,,1982-15
130,1,6.0,11.0,1982.0,0.0,0,13.5,65.3,3.0,992.0,45.0,10.0,3.0,,,1982-15
131,1,6.0,11.0,1982.0,0.0,300,14.0,65.5,3.5,986.0,55.0,16.0,4.0,,,1982-15
132,1,6.0,11.0,1982.0,0.0,1200,14.5,66.0,3.5,982.0,60.0,18.0,4.0,,,1982-15
133,1,7.0,11.0,1982.0,0.0,300,15.5,66.5,3.5,982.0,60.0,20.0,4.0,,,1982-15
134,1,7.0,11.0,1982.0,0.0,1200,16.5,67.5,4.0,980.0,65.0,22.0,7.0,,,1982-15
135,1,8.0,11.0,1982.0,0.0,300,18.5,70.0,4.5,970.0,80.0,30.0,7.0,,,1982-15
136,1,8.0,11.0,1982.0,0.0,1200,20.5,70.5,5.0,962.0,90.0,40.0,6.0,,,1982-15
137,1,9.0,11.0,1982.0,0.0,0,22.5,73.0,,990.0,50.0,12.0,4.0,,,1982-15
138,1,9.0,11.0,1982.0,0.0,300,23.0,73.5,,995.0,35.0,7.0,3.0,,,1982-15
139,1,9.0,11.0,1982.0,0.0,1200,23.5,75.0,,999.0,25.0,3.0,1.0,,,1982-15
140,1,10.0,11.0,1982.0,1.0,300,,,,,,,,,,1982-15
141,1,28.0,11.0,1982.0,1.0,1200,9.0,67.0,1.5,,25.0,3.0,1.0,,,1982-16
142,1,29.0,11.0,1982.0,1.0,300,11.0,67.5,2.0,,30.0,5.0,2.0,,,1982-16
143,1,29.0,11.0,1982.0,1.0,600,11.5,68.0,1.5,,25.0,3.0,1.0,,,1982-16
144,1,29.0,11.0,1982.0,1.0,1200,,,,,,,,,,1982-16
145,2,17.0,6.0,1982.0,1.0,300,23.0,90.0,,,25.0,3.0,1.0,,,1982-17
146,2,17.0,6.0,1982.0,1.0,1200,23.5,90.5,,,25.0,3.0,1.0,,,1982-17
147,2,18.0,6.0,1982.0,1.0,300,25.0,92.0,,,25.0,3.0,1.0,,,1982-17
148,2,18.0,6.0,1982.0,1.0,1200,,,,,,,,,,1982-17
149,2,2.0,8.0,1982.0,1.0,300,23.0,90.0,,,25.0,3.0,1.0,,,1982-18
150,2,2.0,8.0,1982.0,1.0,1200,23.0,90.0,,,25.0,3.0,1.0,,,1982-18
151,2,3.0,8.0,1982.0,2.0,300,25.0,90.0,,,25.0,3.0,1.0,,,1982-18
152,2,3.0,8.0,1982.0,2.0,1200,25.5,90.5,,,25.0,3.0,1.0,,,1982-18
153,2,4.0,8.0,1982.0,2.0,300,25.7,89.5,,,25.0,3.0,1.0,,,1982-18
154,2,5.0,8.0,1982.0,2.0,1200,,,,,,,,,,1982-18
155,2,25.0,8.0,1982.0,1.0,300,26.0,80.0,,,25.0,3.0,1.0,,,1982-19
156,2,25.0,8.0,1982.0,1.0,1200,,,,,,,,,,1982-19
157,1,20.0,6.0,1983.0,0.0,300,20.5,71.0,1.5,,25.0,3.1,1.0,,,1983-1
158,1,20.0,6.0,1983.0,0.0,1200,21.0,70.0,,,25.0,3.1,1.0,,,1983-1
159,1,20.0,6.0,1983.0,0.0,1800,21.5,70.0,,,25.0,3.1,1.0,,,1983-1
160,1,21.0,6.0,1983.0,0.0,300,22.0,70.5,,,25.0,3.1,1.0,,,1983-1
161,1,22.0,6.0,1983.0,0.0,300,22.5,71.0,,,25.0,3.1,1.0,,,1983-1
162,1,22.0,6.0,1983.0,0.0,1200,23.0,71.5,,,25.0,3.1,1.0,,,1983-1
163,0,24.0,6.0,1983.0,0.0,300,18.0,87.0,2.0,,30.0,4.46,2.0,,,1983-2
164,0,24.0,6.0,1983.0,0.0,1200,18.0,86.5,2.0,,30.0,4.46,2.0,,,1983-2
165,0,24.0,6.0,1983.0,0.0,1800,18.5,86.0,2.0,,30.0,4.46,2.0,,,1983-2
166,0,25.0,6.0,1983.0,0.0,300,19.0,85.5,2.0,,30.0,4.46,2.0,,,1983-2
167,0,25.0,6.0,1983.0,0.0,1200,19.5,85.0,2.0,,30.0,4.46,2.0,,,1983-2
168,0,25.0,6.0,1983.0,0.0,1800,19.5,84.5,2.0,,30.0,4.46,2.0,,,1983-2
169,0,26.0,6.0,1983.0,0.0,300,20.0,83.5,,,25.0,3.1,1.0,,,1983-2
170,0,26.0,6.0,1983.0,0.0,1200,21.0,83.0,,,25.0,3.1,1.0,,,1983-2
171,0,27.0,6.0,1983.0,0.0,300,22.0,81.0,,,25.0,3.1,1.0,,,1983-2
172,0,27.0,6.0,1983.0,0.0,1200,23.5,78.0,,,25.0,3.1,1.0,,,1983-2
173,2,4.0,8.0,1983.0,0.0,0,23.0,87.5,,,25.0,3.1,1.0,,,1983-3
174,2,4.0,8.0,1983.0,0.0,300,23.5,87.5,,,25.0,3.1,1.0,,,1983-3
175,2,4.0,8.0,1983.0,0.0,600,24.0,88.0,,,25.0,3.1,1.0,,,1983-3
176,2,4.0,8.0,1983.0,0.0,1200,24.0,89.0,,,25.0,3.1,1.0,,,1983-3
177,2,4.0,8.0,1983.0,0.0,1800,23.0,89.0,,,25.0,3.1,1.0,,,1983-3
178,2,5.0,8.0,1983.0,0.0,300,22.5,88.5,,,30.0,4.46,2.0,,,1983-3
179,2,5.0,8.0,1983.0,0.0,1200,23.0,87.0,,,30.0,4.46,2.0,,,1983-3
180,2,6.0,8.0,1983.0,0.0,300,22.5,86.0,,,30.0,4.46,2.0,,,1983-3
181,2,6.0,8.0,1983.0,0.0,1200,22.5,84.5,,,30.0,4.46,2.0,,,1983-3
182,2,7.0,8.0,1983.0,0.0,300,21.0,81.5,,,30.0,4.46,2.0,,,1983-3
183,2,7.0,8.0,1983.0,0.0,1200,21.0,80.0,,,25.0,3.1,1.0,,,1983-3
184,2,8.0,8.0,1983.0,0.0,0,21.5,72.5,,,25.0,3.1,1.0,,,1983-3
185,2,8.0,8.0,1983.0,0.0,300,21.5,72.5,,,25.0,3.1,1.0,,,1983-3
186,2,8.0,8.0,1983.0,0.0,600,21.5,72.0,,,25.0,3.1,1.0,,,1983-3
187,2,8.0,8.0,1983.0,0.0,1200,22.0,70.5,,,30.0,4.46,2.0,,,1983-3
188,2,8.0,8.0,1983.0,0.0,1800,22.0,69.5,,,30.0,4.46,2.0,,,1983-3
189,2,9.0,8.0,1983.0,0.0,300,22.5,66.5,,,30.0,4.46,2.0,,,1983-3
190,2,9.0,8.0,1983.0,0.0,1200,22.5,62.0,,,30.0,4.46,2.0,,,1983-3
191,2,9.0,8.0,1983.0,0.0,1800,22.0,61.0,,,30.0,4.46,2.0,,,1983-3
192,2,10.0,8.0,1983.0,0.0,300,21.5,60.0,,,30.0,4.46,2.0,,,1983-3
193,2,10.0,8.0,1983.0,0.0,1200,21.5,59.0,,,25.0,3.1,1.0,,,1983-3
194,2,10.0,8.0,1983.0,0.0,1800,21.5,57.5,,,25.0,3.1,1.0,,,1983-3
195,2,9.0,9.0,1983.0,0.0,0,25.0,82.5,,,25.0,3.1,1.0,,,1983-4
196,2,9.0,9.0,1983.0,0.0,300,24.5,82.0,,,25.0,3.1,1.0,,,1983-4
197,2,9.0,9.0,1983.0,0.0,600,24.5,81.0,,,25.0,3.1,1.0,,,1983-4
198,2,9.0,9.0,1983.0,0.0,1200,24.5,80.0,,,25.0,3.1,1.0,,,1983-4
199,2,9.0,9.0,1983.0,0.0,1800,25.0,79.5,,,25.0,3.1,1.0,,,1983-4
200,2,10.0,9.0,1983.0,0.0,0,25.5,79.5,,,25.0,3.1,1.0,,,1983-4
201,2,10.0,9.0,1983.0,0.0,300,27.0,80.0,,,25.0,3.1,1.0,,,1983-4
202,2,10.0,9.0,1983.0,0.0,600,27.5,80.0,,,25.0,3.1,1.0,,,1983-4
203,2,10.0,9.0,1983.0,0.0,1200,28.0,79.5,,,25.0,3.1,1.0,,,1983-4
204,2,11.0,9.0,1983.0,0.0,300,,,,,,,,,,1983-4
205,0,14.0,10.0,1983.0,1.0,300,19.0,91.0,1.5,,25.0,3.1,1.0,,,1983-5
206,0,14.0,10.0,1983.0,1.0,1200,19.5,90.5,4.0,,55.0,15.0,3.0,,,1983-5
207,0,15.0,10.0,1983.0,1.0,300,21.5,91.5,4.0,,55.0,15.0,3.0,,,1983-5
208,0,15.0,10.0,1983.0,1.0,1200,21.5,91.5,3.0,,40.0,7.93,3.0,,,1983-5
209,0,15.0,10.0,1983.0,1.0,1500,,,,,,,,,,1983-5
210,0,11.0,6.0,1983.0,0.0,300,12.0,88.5,1.5,,25.0,3.1,1.0,,,1983-6
211,0,11.0,6.0,1983.0,0.0,1200,13.0,87.5,2.5,,40.0,7.93,2.0,,,1983-6
212,0,11.0,7.0,1983.0,0.0,300,15.5,88.5,3.0,,45.0,10.04,3.0,,,1983-6
213,0,11.0,7.0,1983.0,0.0,1200,15.5,88.5,3.0,,45.0,10.04,3.0,,,1983-6
214,0,11.0,8.0,1983.0,0.0,300,17.0,89.0,4.5,,65.0,20.95,4.0,,,1983-6
215,0,11.0,8.0,1983.0,0.0,1200,18.5,90.0,5.0,,90.0,40.17,4.0,,,1983-6
216,0,11.0,9.0,1983.0,0.0,300,19.5,91.0,5.0,,90.0,40.17,4.0,,,1983-6
217,2,21.0,12.0,1983.0,1.0,1200,7.5,81.0,1.5,,25.0,3.1,1.0,,,1983-7
218,2,22.0,12.0,1983.0,1.0,300,8.5,80.5,1.5,,25.0,3.1,1.0,,,1983-7
219,2,22.0,12.0,1983.0,1.0,1200,9.5,79.5,1.5,,25.0,3.1,1.0,,,1983-7
220,2,23.0,12.0,1983.0,1.0,300,,,1.5,,25.0,3.1,1.0,,,1983-7
221,2,23.0,12.0,1983.0,1.0,1200,,,,,,,,,,1983-7
222,1,5.0,6.0,1984.0,0.0,1200,18.5,67.5,1.5,,25.0,3.1,1.0,,,1984-1
223,1,6.0,6.0,1984.0,0.0,300,20.0,67.5,1.5,,25.0,3.1,1.0,,,1984-1
224,1,6.0,6.0,1984.0,0.0,1200,21.5,67.5,1.5,,25.0,3.1,1.0,,,1984-1
225,1,7.0,6.0,1984.0,0.0,300,,,,,,,,,,1984-1
226,0,31.0,7.0,1984.0,0.0,300,20.0,88.5,1.5,,25.0,3.1,1.0,,,1984-2
227,0,31.0,7.0,1984.0,0.0,1200,20.0,86.5,1.5,,25.0,3.1,1.0,,,1984-2
228,0,1.0,8.0,1984.0,0.0,300,20.5,85.0,,,25.0,3.1,1.0,,,1984-2
229,0,1.0,8.0,1984.0,0.0,1200,21.0,84.0,,,25.0,3.1,1.0,,,1984-2
230,0,2.0,8.0,1984.0,0.0,300,22.0,82.0,,,25.0,3.1,1.0,,,1984-2
231,0,2.0,8.0,1984.0,0.0,1200,23.0,80.5,,,25.0,3.1,1.0,,,1984-2
232,0,3.0,8.0,1984.0,0.0,300,23.5,79.0,,,25.0,3.1,1.0,,,1984-2
233,0,3.0,8.0,1984.0,0.0,1200,24.0,77.0,,,25.0,3.1,1.0,,,1984-2
234,0,3.0,8.0,1984.0,0.0,1800,24.5,76.0,,,25.0,3.1,1.0,,,1984-2
235,0,4.0,8.0,1984.0,0.0,300,25.0,75.0,,,25.0,3.1,1.0,,,1984-2
236,0,4.0,8.0,1984.0,0.0,1200,26.0,73.0,,,25.0,3.1,1.0,,,1984-2
237,0,5.0,8.0,1984.0,0.0,300,25.5,71.5,,,25.0,3.1,1.0,,,1984-2
238,0,5.0,8.0,1984.0,0.0,1200,25.5,70.5,,,25.0,3.1,1.0,,,1984-2
239,0,6.0,8.0,1984.0,0.0,300,25.5,69.0,,,25.0,3.1,1.0,,,1984-2
240,0,6.0,8.0,1984.0,0.0,1200,25.0,67.0,,,25.0,3.1,1.0,,,1984-2
241,0,7.0,8.0,1984.0,0.0,300,25.5,69.0,,,25.0,3.1,1.0,,,1984-2
242,0,7.0,8.0,1984.0,0.0,1200,25.0,67.0,,,25.0,3.1,1.0,,,1984-2
243,0,7.0,8.0,1984.0,0.0,1800,25.0,67.0,1.5,,25.0,3.1,1.0,,,1984-2
244,0,7.0,8.0,1984.0,0.0,300,,,,,,,,,,1984-2
245,0,15.0,8.0,1984.0,0.0,0,19.5,90.5,1.5,,25.0,3.1,1.0,,,1984-3
246,0,15.0,8.0,1984.0,0.0,300,20.0,90.0,1.5,,25.0,3.1,1.0,,,1984-3
247,0,15.0,8.0,1984.0,0.0,1200,21.0,87.0,1.5,,25.0,3.1,1.0,,,1984-3
248,0,16.0,8.0,1984.0,0.0,300,21.7,86.5,,,25.0,3.1,1.0,,,1984-3
249,0,16.0,8.0,1984.0,0.0,1200,22.0,85.5,,,25.0,3.1,1.0,,,1984-3
250,0,17.0,8.0,1984.0,0.0,300,23.0,84.0,,,25.0,3.1,1.0,,,1984-3
251,0,17.0,8.0,1984.0,0.0,1200,24.0,82.5,,,25.0,3.1,1.0,,,1984-3
252,0,18.0,8.0,1984.0,0.0,300,23.5,80.5,,,25.0,3.1,1.0,,,1984-3
253,0,18.0,8.0,1984.0,0.0,1200,23.5,78.5,,,25.0,3.1,1.0,,,1984-3
254,0,19.0,8.0,1984.0,0.0,300,24.5,78.5,,,25.0,3.1,1.0,,,1984-3
255,0,19.0,8.0,1984.0,0.0,1200,25.5,78.5,,,25.0,3.1,1.0,,,1984-3
256,0,19.0,8.0,1984.0,0.0,1200,,,,,,,,,,1984-3
257,0,13.0,10.0,1984.0,1.0,0,19.0,88.0,1.5,,25.0,3.1,1.0,,,1984-4
258,0,13.0,10.0,1984.0,1.0,300,19.5,87.5,1.5,,25.0,3.1,1.0,,,1984-4
259,0,13.0,10.0,1984.0,1.0,1200,20.5,87.5,4.0,,65.0,20.95,4.0,,,1984-4
